Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9
Migraine,sensitivity to light,sensitivity to sound,dizziness,severe headache,,,,,
Migraine,nausea,severe headache,neck pain,sensitivity to sound,dizziness,vomiting,visual disturbances,,
Migraine,sensitivity to light,neck pain,sensitivity to sound,nausea,visual disturbances,,,,
Migraine,visual disturbances,sensitivity to light,dizziness,vomiting,,,,,
Migraine,sensitivity to sound,dizziness,visual disturbances,vomiting,neck pain,sensitivity to light,nausea,,
Migraine,sensitivity to light,neck pain,vomiting,sensitivity to sound,visual disturbances,nausea,,,
Migraine,dizziness,severe headache,neck pain,visual disturbances,vomiting,,,,
Migraine,visual disturbances,dizziness,sensitivity to light,severe headache,vomiting,sensitivity to sound,neck pain,,
Migraine,severe headache,nausea,dizziness,sensitivity to light,neck pain,visual disturbances,sensitivity to sound,vomiting,
Migraine,sensitivity to sound,vomiting,visual disturbances,nausea,severe headache,sensitivity to light,,,
Migraine,dizziness,vomiting,severe headache,sensitivity to sound,neck pain,visual disturbances,sensitivity to light,,
Migraine,nausea,severe headache,vomiting,sensitivity to sound,dizziness,visual disturbances,neck pain,,
Migraine,sensitivity to light,severe headache,neck pain,sensitivity to sound,,,,,
Migraine,vomiting,severe headache,visual disturbances,sensitivity to sound,sensitivity to light,,,,
Migraine,severe headache,vomiting,dizziness,sensitivity to sound,sensitivity to light,nausea,visual disturbances,,
Migraine,visual disturbances,dizziness,sensitivity to sound,nausea,neck pain,sensitivity to light,severe headache,vomiting,
Migraine,neck pain,dizziness,vomiting,nausea,,,,,
Migraine,dizziness,sensitivity to sound,visual disturbances,neck pain,nausea,severe headache,sensitivity to light,,
Migraine,neck pain,sensitivity to light,dizziness,sensitivity to sound,nausea,severe headache,visual disturbances,,
Migraine,sensitivity to sound,severe headache,neck pain,sensitivity to light,nausea,dizziness,vomiting,,
Migraine,sensitivity to light,visual disturbances,sensitivity to sound,severe headache,dizziness,,,,
Migraine,sensitivity to light,severe headache,dizziness,neck pain,nausea,sensitivity to sound,visual disturbances,vomiting,
Migraine,nausea,vomiting,visual disturbances,sensitivity to light,severe headache,dizziness,,,
Migraine,visual disturbances,severe headache,sensitivity to light,dizziness,vomiting,nausea,sensitivity to sound,,
Migraine,sensitivity to light,neck pain,visual disturbances,severe headache,dizziness,nausea,vomiting,sensitivity to sound,
Migraine,sensitivity to sound,vomiting,sensitivity to light,neck pain,nausea,,,,
Migraine,sensitivity to sound,dizziness,visual disturbances,sensitivity to light,severe headache,vomiting,,,
Migraine,vomiting,dizziness,sensitivity to light,sensitivity to sound,nausea,visual disturbances,severe headache,neck pain,
Migraine,visual disturbances,vomiting,nausea,dizziness,sensitivity to light,neck pain,sensitivity to sound,,
Migraine,sensitivity to sound,neck pain,vomiting,dizziness,nausea,severe headache,visual disturbances,,
Migraine,dizziness,vomiting,visual disturbances,sensitivity to sound,neck pain,severe headache,sensitivity to light,,
Migraine,dizziness,vomiting,severe headache,sensitivity to light,neck pain,visual disturbances,sensitivity to sound,nausea,
Migraine,nausea,vomiting,neck pain,dizziness,sensitivity to light,sensitivity to sound,severe headache,visual disturbances,
Migraine,nausea,severe headache,sensitivity to sound,dizziness,vomiting,sensitivity to light,visual disturbances,neck pain,
Migraine,sensitivity to sound,dizziness,vomiting,severe headache,,,,,
Migraine,vomiting,dizziness,visual disturbances,sensitivity to light,severe headache,sensitivity to sound,nausea,,
Migraine,neck pain,visual disturbances,vomiting,nausea,sensitivity to sound,severe headache,dizziness,sensitivity to light,
Migraine,vomiting,visual disturbances,sensitivity to light,dizziness,neck pain,severe headache,sensitivity to sound,nausea,
Migraine,neck pain,severe headache,sensitivity to light,nausea,sensitivity to sound,visual disturbances,vomiting,dizziness,
Migraine,neck pain,vomiting,dizziness,visual disturbances,sensitivity to sound,severe headache,,,
Migraine,vomiting,dizziness,severe headache,sensitivity to light,,,,,
Migraine,neck pain,severe headache,sensitivity to light,nausea,sensitivity to sound,visual disturbances,,,
Migraine,visual disturbances,vomiting,neck pain,nausea,severe headache,dizziness,sensitivity to sound,sensitivity to light,
Migraine,sensitivity to light,neck pain,severe headache,sensitivity to sound,vomiting,visual disturbances,nausea,,
Migraine,nausea,vomiting,neck pain,visual disturbances,severe headache,sensitivity to sound,,,
Migraine,sensitivity to sound,dizziness,vomiting,sensitivity to light,nausea,visual disturbances,severe headache,neck pain,
Migraine,vomiting,sensitivity to sound,dizziness,neck pain,visual disturbances,sensitivity to light,severe headache,nausea,
Migraine,dizziness,nausea,visual disturbances,sensitivity to light,sensitivity to sound,vomiting,,,
Migraine,vomiting,visual disturbances,nausea,neck pain,sensitivity to light,dizziness,sensitivity to sound,severe headache,
Migraine,sensitivity to light,vomiting,nausea,dizziness,severe headache,visual disturbances,,,
Migraine,vomiting,sensitivity to light,nausea,visual disturbances,severe headache,dizziness,neck pain,,
Migraine,visual disturbances,severe headache,neck pain,sensitivity to sound,vomiting,sensitivity to light,,,
Migraine,sensitivity to sound,neck pain,nausea,dizziness,visual disturbances,sensitivity to light,vomiting,severe headache,
Migraine,severe headache,dizziness,nausea,sensitivity to sound,,,,,
Migraine,neck pain,severe headache,sensitivity to light,sensitivity to sound,dizziness,nausea,visual disturbances,vomiting,
Migraine,neck pain,sensitivity to sound,severe headache,nausea,dizziness,visual disturbances,vomiting,sensitivity to light,
Migraine,vomiting,nausea,sensitivity to light,neck pain,sensitivity to sound,,,,
Migraine,nausea,dizziness,severe headache,vomiting,,,,,
Migraine,nausea,sensitivity to sound,neck pain,sensitivity to light,dizziness,severe headache,,,
Migraine,vomiting,nausea,severe headache,sensitivity to light,dizziness,visual disturbances,,,
Migraine,visual disturbances,nausea,sensitivity to sound,neck pain,vomiting,dizziness,severe headache,sensitivity to light,
Migraine,nausea,vomiting,neck pain,severe headache,visual disturbances,sensitivity to sound,sensitivity to light,dizziness,
Migraine,neck pain,nausea,severe headache,sensitivity to sound,vomiting,visual disturbances,sensitivity to light,dizziness,
Migraine,nausea,sensitivity to light,vomiting,severe headache,visual disturbances,,,,
Migraine,nausea,visual disturbances,vomiting,sensitivity to sound,dizziness,neck pain,severe headache,,
Migraine,nausea,sensitivity to light,dizziness,neck pain,,,,,
Migraine,neck pain,nausea,sensitivity to light,sensitivity to sound,visual disturbances,,,,
Migraine,visual disturbances,vomiting,neck pain,sensitivity to light,dizziness,nausea,severe headache,sensitivity to sound,
Migraine,sensitivity to light,neck pain,visual disturbances,severe headache,vomiting,,,,
Migraine,sensitivity to sound,vomiting,severe headache,nausea,dizziness,,,,
Migraine,sensitivity to sound,sensitivity to light,visual disturbances,vomiting,nausea,severe headache,neck pain,,
Migraine,vomiting,visual disturbances,sensitivity to sound,sensitivity to light,severe headache,nausea,,,
Migraine,visual disturbances,vomiting,dizziness,nausea,sensitivity to sound,neck pain,,,
Migraine,sensitivity to sound,vomiting,neck pain,sensitivity to light,nausea,severe headache,,,
Migraine,dizziness,sensitivity to sound,nausea,vomiting,visual disturbances,neck pain,sensitivity to light,,
Migraine,sensitivity to sound,nausea,dizziness,severe headache,vomiting,visual disturbances,sensitivity to light,,
Migraine,severe headache,nausea,neck pain,sensitivity to sound,vomiting,dizziness,,,
Migraine,sensitivity to light,vomiting,visual disturbances,dizziness,sensitivity to sound,nausea,,,
Migraine,sensitivity to sound,neck pain,nausea,severe headache,visual disturbances,,,,
Migraine,neck pain,visual disturbances,dizziness,vomiting,sensitivity to light,nausea,sensitivity to sound,severe headache,
Migraine,sensitivity to sound,nausea,sensitivity to light,visual disturbances,vomiting,,,,
Migraine,nausea,severe headache,dizziness,visual disturbances,neck pain,sensitivity to sound,vomiting,,
Migraine,neck pain,severe headache,nausea,dizziness,sensitivity to sound,sensitivity to light,,,
Migraine,sensitivity to light,nausea,vomiting,neck pain,visual disturbances,,,,
Migraine,severe headache,vomiting,sensitivity to light,dizziness,sensitivity to sound,neck pain,,,
Migraine,severe headache,sensitivity to light,dizziness,sensitivity to sound,visual disturbances,neck pain,,,
Migraine,sensitivity to sound,visual disturbances,neck pain,sensitivity to light,,,,,
Migraine,vomiting,sensitivity to sound,visual disturbances,nausea,,,,,
Migraine,sensitivity to light,sensitivity to sound,severe headache,nausea,dizziness,visual disturbances,,,
Migraine,neck pain,sensitivity to light,vomiting,dizziness,,,,,
Migraine,vomiting,neck pain,dizziness,sensitivity to light,visual disturbances,,,,
Migraine,severe headache,vomiting,sensitivity to sound,dizziness,visual disturbances,,,,
Migraine,neck pain,severe headache,dizziness,nausea,sensitivity to sound,visual disturbances,,,
Migraine,sensitivity to light,vomiting,sensitivity to sound,severe headache,dizziness,neck pain,,,
Migraine,severe headache,dizziness,neck pain,sensitivity to light,,,,,
Migraine,sensitivity to sound,severe headache,vomiting,dizziness,nausea,,,,
Migraine,neck pain,vomiting,visual disturbances,dizziness,nausea,severe headache,sensitivity to sound,,
Migraine,visual disturbances,neck pain,sensitivity to light,nausea,dizziness,sensitivity to sound,,,
Migraine,sensitivity to sound,sensitivity to light,neck pain,nausea,visual disturbances,severe headache,dizziness,,
Migraine,nausea,neck pain,sensitivity to light,severe headache,dizziness,visual disturbances,,,
Migraine,visual disturbances,dizziness,severe headache,vomiting,neck pain,sensitivity to light,sensitivity to sound,,
Migraine,severe headache,sensitivity to light,sensitivity to sound,dizziness,visual disturbances,vomiting,neck pain,nausea,
Migraine,nausea,visual disturbances,sensitivity to sound,vomiting,neck pain,severe headache,sensitivity to light,dizziness,
Migraine,visual disturbances,severe headache,neck pain,vomiting,dizziness,sensitivity to sound,,,
Migraine,dizziness,neck pain,vomiting,nausea,,,,,
Migraine,severe headache,vomiting,visual disturbances,nausea,dizziness,neck pain,,,
Migraine,neck pain,sensitivity to sound,vomiting,nausea,dizziness,severe headache,,,
Migraine,visual disturbances,sensitivity to sound,neck pain,sensitivity to light,,,,,
Migraine,dizziness,neck pain,visual disturbances,sensitivity to light,,,,,
Migraine,vomiting,severe headache,sensitivity to light,sensitivity to sound,dizziness,,,,
Migraine,nausea,sensitivity to sound,visual disturbances,dizziness,vomiting,,,,
Migraine,neck pain,severe headache,sensitivity to light,vomiting,sensitivity to sound,nausea,dizziness,,
Migraine,sensitivity to sound,nausea,sensitivity to light,severe headache,neck pain,dizziness,,,
Migraine,nausea,visual disturbances,severe headache,sensitivity to sound,sensitivity to light,neck pain,vomiting,,
Migraine,visual disturbances,severe headache,sensitivity to sound,vomiting,,,,,
Migraine,neck pain,severe headache,sensitivity to light,dizziness,vomiting,nausea,sensitivity to sound,,
Migraine,sensitivity to sound,neck pain,visual disturbances,severe headache,sensitivity to light,nausea,,,
Migraine,sensitivity to sound,severe headache,visual disturbances,nausea,dizziness,sensitivity to light,,,
Migraine,nausea,sensitivity to light,vomiting,sensitivity to sound,dizziness,neck pain,,,
Migraine,severe headache,vomiting,sensitivity to sound,visual disturbances,neck pain,,,,
Migraine,severe headache,dizziness,sensitivity to light,visual disturbances,,,,,
Migraine,neck pain,sensitivity to sound,sensitivity to light,visual disturbances,nausea,severe headache,,,
Migraine,neck pain,vomiting,visual disturbances,sensitivity to sound,nausea,dizziness,severe headache,sensitivity to light,
Migraine,dizziness,sensitivity to sound,vomiting,neck pain,nausea,visual disturbances,,,
Migraine,sensitivity to light,sensitivity to sound,dizziness,nausea,severe headache,,,,
Migraine,neck pain,dizziness,visual disturbances,vomiting,severe headache,nausea,sensitivity to sound,sensitivity to light,
Migraine,severe headache,vomiting,sensitivity to sound,neck pain,sensitivity to light,dizziness,,,
Migraine,vomiting,nausea,severe headache,visual disturbances,sensitivity to light,neck pain,sensitivity to sound,,
Migraine,visual disturbances,nausea,severe headache,neck pain,sensitivity to sound,sensitivity to light,,,
Migraine,neck pain,sensitivity to sound,visual disturbances,severe headache,sensitivity to light,dizziness,,,
Migraine,visual disturbances,neck pain,sensitivity to sound,severe headache,nausea,vomiting,dizziness,sensitivity to light,
Migraine,severe headache,nausea,vomiting,dizziness,sensitivity to sound,,,,
Migraine,sensitivity to sound,severe headache,neck pain,nausea,sensitivity to light,dizziness,vomiting,visual disturbances,
Migraine,sensitivity to light,severe headache,visual disturbances,nausea,,,,,
Migraine,vomiting,severe headache,visual disturbances,neck pain,dizziness,sensitivity to light,sensitivity to sound,,
Migraine,sensitivity to light,vomiting,nausea,dizziness,sensitivity to sound,,,,
Migraine,vomiting,neck pain,sensitivity to sound,dizziness,,,,,
Migraine,dizziness,visual disturbances,sensitivity to sound,neck pain,severe headache,nausea,sensitivity to light,,
Migraine,dizziness,vomiting,nausea,visual disturbances,sensitivity to light,sensitivity to sound,severe headache,,
Migraine,dizziness,sensitivity to light,vomiting,sensitivity to sound,severe headache,visual disturbances,neck pain,nausea,
Migraine,visual disturbances,vomiting,severe headache,sensitivity to light,sensitivity to sound,neck pain,nausea,,
Migraine,dizziness,nausea,severe headache,sensitivity to light,visual disturbances,neck pain,sensitivity to sound,,
Migraine,sensitivity to light,visual disturbances,vomiting,nausea,severe headache,neck pain,,,
Migraine,sensitivity to light,vomiting,visual disturbances,dizziness,,,,,
Migraine,sensitivity to light,visual disturbances,vomiting,neck pain,dizziness,nausea,sensitivity to sound,severe headache,
Migraine,vomiting,sensitivity to sound,visual disturbances,severe headache,nausea,sensitivity to light,dizziness,neck pain,
Migraine,nausea,sensitivity to light,vomiting,severe headache,visual disturbances,dizziness,,,
Migraine,neck pain,visual disturbances,dizziness,nausea,severe headache,sensitivity to sound,vomiting,,
Migraine,dizziness,neck pain,visual disturbances,sensitivity to light,severe headache,nausea,sensitivity to sound,vomiting,
Migraine,nausea,sensitivity to light,neck pain,dizziness,vomiting,sensitivity to sound,visual disturbances,severe headache,
Migraine,sensitivity to light,neck pain,nausea,severe headache,visual disturbances,vomiting,,,
Migraine,dizziness,nausea,severe headache,vomiting,neck pain,sensitivity to sound,sensitivity to light,visual disturbances,
Migraine,sensitivity to light,severe headache,visual disturbances,dizziness,neck pain,sensitivity to sound,vomiting,,
Migraine,neck pain,severe headache,visual disturbances,sensitivity to sound,dizziness,,,,
Migraine,neck pain,nausea,sensitivity to light,sensitivity to sound,,,,,
Migraine,nausea,sensitivity to light,sensitivity to sound,visual disturbances,vomiting,dizziness,neck pain,severe headache,
Migraine,severe headache,sensitivity to light,vomiting,dizziness,neck pain,visual disturbances,,,
Migraine,sensitivity to light,neck pain,vomiting,sensitivity to sound,nausea,dizziness,,,
Migraine,severe headache,neck pain,nausea,visual disturbances,,,,,
Migraine,sensitivity to light,sensitivity to sound,dizziness,nausea,,,,,
Migraine,neck pain,vomiting,nausea,dizziness,severe headache,sensitivity to light,visual disturbances,sensitivity to sound,
Migraine,severe headache,sensitivity to sound,nausea,neck pain,sensitivity to light,dizziness,visual disturbances,vomiting,
Migraine,vomiting,visual disturbances,severe headache,nausea,dizziness,neck pain,,,
Migraine,severe headache,dizziness,vomiting,neck pain,,,,,
Migraine,vomiting,neck pain,sensitivity to sound,nausea,dizziness,severe headache,sensitivity to light,,
Migraine,nausea,sensitivity to light,vomiting,severe headache,sensitivity to sound,,,,
Migraine,dizziness,sensitivity to sound,nausea,severe headache,,,,,
Migraine,vomiting,severe headache,visual disturbances,sensitivity to light,nausea,dizziness,sensitivity to sound,,
Migraine,sensitivity to light,sensitivity to sound,dizziness,vomiting,severe headache,visual disturbances,,,
Migraine,sensitivity to sound,neck pain,dizziness,sensitivity to light,severe headache,,,,
Migraine,vomiting,sensitivity to sound,neck pain,nausea,,,,,
Migraine,dizziness,sensitivity to light,sensitivity to sound,nausea,neck pain,visual disturbances,severe headache,vomiting,
Migraine,sensitivity to light,visual disturbances,nausea,dizziness,severe headache,neck pain,,,
Migraine,dizziness,sensitivity to sound,visual disturbances,nausea,severe headache,sensitivity to light,vomiting,neck pain,
Migraine,sensitivity to light,neck pain,visual disturbances,severe headache,nausea,vomiting,dizziness,sensitivity to sound,
Migraine,severe headache,vomiting,neck pain,visual disturbances,dizziness,sensitivity to light,nausea,sensitivity to sound,
Migraine,sensitivity to sound,vomiting,visual disturbances,severe headache,sensitivity to light,neck pain,dizziness,,
Migraine,nausea,neck pain,sensitivity to sound,severe headache,,,,,
Migraine,neck pain,sensitivity to sound,vomiting,dizziness,visual disturbances,,,,
Migraine,sensitivity to light,visual disturbances,dizziness,nausea,vomiting,severe headache,neck pain,,
Migraine,dizziness,visual disturbances,sensitivity to sound,severe headache,nausea,sensitivity to light,vomiting,neck pain,
Migraine,sensitivity to sound,severe headache,visual disturbances,sensitivity to light,dizziness,nausea,neck pain,vomiting,
Migraine,sensitivity to sound,visual disturbances,vomiting,nausea,severe headache,dizziness,,,
Migraine,nausea,sensitivity to light,dizziness,vomiting,,,,,
Migraine,vomiting,dizziness,sensitivity to sound,sensitivity to light,visual disturbances,severe headache,,,
Migraine,sensitivity to light,severe headache,neck pain,vomiting,,,,,
Migraine,vomiting,nausea,dizziness,neck pain,sensitivity to sound,severe headache,,,
Migraine,vomiting,neck pain,sensitivity to light,visual disturbances,dizziness,sensitivity to sound,nausea,severe headache,
Migraine,sensitivity to sound,vomiting,severe headache,visual disturbances,sensitivity to light,,,,
Migraine,vomiting,sensitivity to sound,visual disturbances,severe headache,dizziness,nausea,sensitivity to light,,
Migraine,sensitivity to light,vomiting,neck pain,sensitivity to sound,nausea,,,,
Migraine,nausea,sensitivity to sound,sensitivity to light,severe headache,visual disturbances,neck pain,vomiting,dizziness,
Migraine,visual disturbances,severe headache,dizziness,neck pain,sensitivity to light,sensitivity to sound,vomiting,nausea,
Migraine,neck pain,nausea,dizziness,severe headache,sensitivity to sound,visual disturbances,sensitivity to light,vomiting,
Migraine,vomiting,severe headache,sensitivity to sound,visual disturbances,neck pain,,,,
Migraine,visual disturbances,dizziness,neck pain,vomiting,severe headache,sensitivity to sound,,,
Migraine,nausea,sensitivity to light,dizziness,severe headache,,,,,
Migraine,severe headache,neck pain,sensitivity to sound,dizziness,sensitivity to light,,,,
Migraine,nausea,severe headache,vomiting,dizziness,neck pain,sensitivity to sound,sensitivity to light,,
Migraine,neck pain,dizziness,sensitivity to light,sensitivity to sound,vomiting,,,,
Migraine,severe headache,dizziness,sensitivity to light,neck pain,nausea,sensitivity to sound,vomiting,,
Migraine,sensitivity to sound,neck pain,vomiting,nausea,,,,,
Migraine,severe headache,neck pain,dizziness,nausea,sensitivity to sound,visual disturbances,vomiting,,
Migraine,nausea,severe headache,sensitivity to sound,sensitivity to light,visual disturbances,vomiting,neck pain,,
Migraine,severe headache,neck pain,nausea,sensitivity to light,visual disturbances,,,,
Migraine,sensitivity to light,sensitivity to sound,severe headache,nausea,vomiting,dizziness,visual disturbances,,
Migraine,sensitivity to sound,sensitivity to light,dizziness,vomiting,severe headache,visual disturbances,,,
Migraine,nausea,severe headache,visual disturbances,vomiting,dizziness,sensitivity to sound,,,
Migraine,neck pain,dizziness,vomiting,visual disturbances,nausea,sensitivity to sound,sensitivity to light,,
Migraine,sensitivity to sound,dizziness,neck pain,nausea,sensitivity to light,severe headache,visual disturbances,vomiting,
Migraine,sensitivity to sound,nausea,vomiting,neck pain,dizziness,severe headache,visual disturbances,,
Migraine,sensitivity to light,severe headache,nausea,visual disturbances,,,,,
Migraine,severe headache,neck pain,vomiting,visual disturbances,nausea,sensitivity to sound,,,
Migraine,dizziness,sensitivity to sound,sensitivity to light,vomiting,visual disturbances,neck pain,severe headache,nausea,
Migraine,vomiting,nausea,neck pain,sensitivity to sound,dizziness,visual disturbances,sensitivity to light,,
Migraine,sensitivity to light,nausea,visual disturbances,sensitivity to sound,dizziness,vomiting,severe headache,neck pain,
Migraine,vomiting,neck pain,sensitivity to light,visual disturbances,severe headache,,,,
Migraine,vomiting,sensitivity to light,nausea,severe headache,visual disturbances,dizziness,sensitivity to sound,,
Migraine,neck pain,sensitivity to light,sensitivity to sound,nausea,vomiting,visual disturbances,severe headache,,
Migraine,sensitivity to sound,vomiting,neck pain,visual disturbances,,,,,
Migraine,nausea,sensitivity to sound,vomiting,sensitivity to light,dizziness,neck pain,visual disturbances,,
Migraine,dizziness,severe headache,vomiting,sensitivity to sound,nausea,visual disturbances,sensitivity to light,neck pain,
Migraine,severe headache,nausea,vomiting,neck pain,dizziness,visual disturbances,,,
Migraine,nausea,vomiting,dizziness,visual disturbances,sensitivity to light,sensitivity to sound,severe headache,neck pain,
Migraine,vomiting,sensitivity to sound,visual disturbances,severe headache,nausea,,,,
Migraine,neck pain,sensitivity to light,severe headache,visual disturbances,nausea,vomiting,dizziness,sensitivity to sound,
Migraine,visual disturbances,nausea,neck pain,vomiting,severe headache,sensitivity to sound,dizziness,,
Migraine,nausea,visual disturbances,sensitivity to light,vomiting,neck pain,dizziness,,,
Migraine,nausea,neck pain,vomiting,visual disturbances,sensitivity to sound,severe headache,sensitivity to light,dizziness,
Migraine,severe headache,dizziness,neck pain,sensitivity to sound,visual disturbances,sensitivity to light,nausea,vomiting,
Migraine,nausea,vomiting,sensitivity to sound,dizziness,neck pain,sensitivity to light,severe headache,visual disturbances,
Migraine,severe headache,dizziness,sensitivity to light,sensitivity to sound,vomiting,,,,
Migraine,visual disturbances,neck pain,dizziness,vomiting,sensitivity to sound,severe headache,sensitivity to light,nausea,
Migraine,neck pain,severe headache,nausea,visual disturbances,,,,,
Migraine,sensitivity to light,nausea,dizziness,severe headache,neck pain,,,,
Migraine,vomiting,visual disturbances,sensitivity to light,dizziness,neck pain,severe headache,nausea,,
Migraine,sensitivity to light,vomiting,neck pain,dizziness,,,,,
Migraine,visual disturbances,nausea,severe headache,sensitivity to sound,,,,,
Migraine,sensitivity to sound,neck pain,nausea,dizziness,,,,,
Migraine,sensitivity to light,severe headache,nausea,visual disturbances,dizziness,neck pain,,,
Migraine,neck pain,nausea,visual disturbances,vomiting,severe headache,,,,
Migraine,sensitivity to light,dizziness,nausea,sensitivity to sound,,,,,
Migraine,severe headache,sensitivity to light,nausea,visual disturbances,vomiting,,,,
Migraine,nausea,neck pain,vomiting,dizziness,sensitivity to sound,severe headache,visual disturbances,sensitivity to light,
Migraine,sensitivity to sound,sensitivity to light,nausea,neck pain,severe headache,visual disturbances,vomiting,,
Migraine,dizziness,vomiting,severe headache,visual disturbances,nausea,neck pain,sensitivity to light,sensitivity to sound,
Migraine,visual disturbances,sensitivity to light,vomiting,severe headache,neck pain,,,,
Migraine,vomiting,sensitivity to light,sensitivity to sound,neck pain,nausea,visual disturbances,,,
Migraine,sensitivity to sound,dizziness,severe headache,neck pain,nausea,sensitivity to light,,,
Migraine,dizziness,neck pain,severe headache,sensitivity to light,nausea,visual disturbances,,,
Migraine,sensitivity to sound,dizziness,neck pain,visual disturbances,sensitivity to light,,,,
Migraine,nausea,severe headache,visual disturbances,neck pain,sensitivity to sound,dizziness,,,
Migraine,severe headache,neck pain,nausea,sensitivity to light,dizziness,,,,
Migraine,visual disturbances,nausea,sensitivity to sound,neck pain,vomiting,,,,
Migraine,neck pain,severe headache,sensitivity to sound,dizziness,visual disturbances,vomiting,nausea,,
Migraine,sensitivity to light,nausea,severe headache,dizziness,vomiting,sensitivity to sound,neck pain,visual disturbances,
Migraine,sensitivity to sound,dizziness,nausea,severe headache,visual disturbances,,,,
Migraine,sensitivity to sound,visual disturbances,neck pain,sensitivity to light,severe headache,vomiting,,,
Migraine,neck pain,sensitivity to light,sensitivity to sound,visual disturbances,vomiting,dizziness,,,
Migraine,neck pain,sensitivity to light,severe headache,sensitivity to sound,nausea,dizziness,visual disturbances,,
Migraine,sensitivity to sound,dizziness,neck pain,nausea,severe headache,vomiting,sensitivity to light,,
Migraine,dizziness,visual disturbances,neck pain,sensitivity to sound,vomiting,,,,
Migraine,dizziness,nausea,sensitivity to sound,visual disturbances,,,,,
Migraine,vomiting,severe headache,neck pain,dizziness,visual disturbances,,,,
Migraine,vomiting,sensitivity to light,sensitivity to sound,visual disturbances,dizziness,severe headache,nausea,neck pain,
Migraine,neck pain,dizziness,sensitivity to sound,severe headache,,,,,
Migraine,vomiting,severe headache,sensitivity to light,visual disturbances,,,,,
Migraine,sensitivity to light,neck pain,severe headache,visual disturbances,dizziness,,,,
Migraine,visual disturbances,severe headache,sensitivity to sound,neck pain,nausea,sensitivity to light,,,
Migraine,neck pain,vomiting,severe headache,dizziness,nausea,sensitivity to light,sensitivity to sound,visual disturbances,
Migraine,sensitivity to sound,sensitivity to light,dizziness,nausea,severe headache,vomiting,neck pain,visual disturbances,
Migraine,visual disturbances,sensitivity to sound,sensitivity to light,neck pain,vomiting,severe headache,nausea,,
Migraine,vomiting,nausea,visual disturbances,severe headache,,,,,
Migraine,dizziness,vomiting,neck pain,nausea,,,,,
Migraine,visual disturbances,sensitivity to light,dizziness,severe headache,nausea,,,,
Migraine,sensitivity to light,nausea,vomiting,severe headache,neck pain,dizziness,,,
Migraine,visual disturbances,severe headache,nausea,neck pain,sensitivity to light,vomiting,dizziness,,
Migraine,sensitivity to light,visual disturbances,vomiting,dizziness,nausea,neck pain,,,
Migraine,sensitivity to sound,neck pain,vomiting,dizziness,nausea,severe headache,visual disturbances,sensitivity to light,
Migraine,nausea,sensitivity to light,neck pain,dizziness,sensitivity to sound,visual disturbances,,,
Migraine,severe headache,vomiting,dizziness,visual disturbances,nausea,neck pain,sensitivity to light,sensitivity to sound,
Migraine,dizziness,severe headache,sensitivity to light,vomiting,,,,,
Migraine,dizziness,visual disturbances,sensitivity to sound,nausea,severe headache,vomiting,neck pain,sensitivity to light,
Migraine,sensitivity to light,vomiting,dizziness,sensitivity to sound,neck pain,visual disturbances,severe headache,nausea,
Migraine,sensitivity to light,nausea,visual disturbances,neck pain,sensitivity to sound,severe headache,,,
Migraine,severe headache,dizziness,sensitivity to light,neck pain,sensitivity to sound,nausea,vomiting,visual disturbances,
Migraine,dizziness,vomiting,sensitivity to sound,sensitivity to light,severe headache,neck pain,,,
Migraine,nausea,dizziness,neck pain,visual disturbances,,,,,
Migraine,neck pain,dizziness,severe headache,nausea,sensitivity to sound,,,,
Migraine,visual disturbances,dizziness,nausea,sensitivity to light,severe headache,vomiting,,,
Migraine,neck pain,nausea,visual disturbances,severe headache,dizziness,vomiting,sensitivity to sound,sensitivity to light,
Migraine,severe headache,visual disturbances,nausea,vomiting,dizziness,neck pain,sensitivity to sound,sensitivity to light,
Migraine,sensitivity to light,nausea,sensitivity to sound,vomiting,neck pain,severe headache,visual disturbances,dizziness,
Migraine,neck pain,nausea,sensitivity to sound,severe headache,visual disturbances,dizziness,sensitivity to light,vomiting,
Migraine,vomiting,visual disturbances,dizziness,nausea,neck pain,sensitivity to light,sensitivity to sound,severe headache,
Migraine,neck pain,sensitivity to light,dizziness,nausea,severe headache,,,,
Migraine,dizziness,severe headache,neck pain,visual disturbances,nausea,sensitivity to light,,,
Migraine,sensitivity to sound,nausea,dizziness,vomiting,visual disturbances,,,,
Migraine,nausea,vomiting,severe headache,visual disturbances,neck pain,dizziness,sensitivity to light,,
Migraine,visual disturbances,sensitivity to light,dizziness,neck pain,vomiting,nausea,,,
Migraine,severe headache,neck pain,visual disturbances,dizziness,sensitivity to sound,,,,
Migraine,neck pain,sensitivity to sound,nausea,visual disturbances,vomiting,severe headache,dizziness,sensitivity to light,
Migraine,visual disturbances,severe headache,nausea,sensitivity to light,dizziness,vomiting,sensitivity to sound,,
Migraine,neck pain,sensitivity to light,sensitivity to sound,severe headache,,,,,
Migraine,severe headache,dizziness,nausea,neck pain,sensitivity to light,sensitivity to sound,vomiting,,
Migraine,dizziness,sensitivity to light,sensitivity to sound,severe headache,,,,,
Migraine,sensitivity to sound,sensitivity to light,severe headache,neck pain,dizziness,vomiting,,,
Migraine,dizziness,nausea,neck pain,severe headache,,,,,
Migraine,vomiting,sensitivity to sound,visual disturbances,neck pain,nausea,,,,
